,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight
8,9 r1/2,Yang Hak-Seon,KOR,NA,"Horse Vault, Men",GYM,Male,6 December 1992,159,53
9,10 r1/2,Kim Han-Sol,KOR,NA,"Horse Vault, Men",GYM,Male,29 December 1995,165,60
10,11 r1/2,Lee Jun-Ho,KOR,NA,"Horse Vault, Men",GYM,Male,22 October 1995,0,0
11,12 r1/2,Shek Wai Hung,HKG,NA,"Horse Vault, Men",GYM,Male,10 October 1991,165,58
12,13 r1/2,Nicolau Mir,ESP,NA,"Horse Vault, Men",GYM,Male,10 May 2000,0,0
13,14 r1/2,Ihor Radivilov,UKR,NA,"Horse Vault, Men",GYM,Male,19 October 1992,167,67
14,15 r1/2,Giarnni Regini-Moran,GBR,NA,"Horse Vault, Men",GYM,Male,2 August 1998,0,0
15,16 r1/2,Marian Drăgulescu,ROU,NA,"Horse Vault, Men",GYM,Male,18 December 1980,163,64
16,17 r1/2,Milad Karimi,KAZ,NA,"Horse Vault, Men",GYM,Male,21 June 1999,0,0
17,18 r1/2,Robert Tvorogal,LTU,NA,"Horse Vault, Men",GYM,Male,5 October 1994,168,87
18,19 r1/2,Lê Thanh Tùng,VIE,NA,"Horse Vault, Men",GYM,Male,24 October 1995,0,0
19,20 r1/2,Loris Frasca,FRA,NA,"Horse Vault, Men",GYM,Male,3 July 1995,0,0
20,21 r1/2,David Rumbutis,SWE,NA,"Horse Vault, Men",GYM,Male,17 March 2000,0,0
21,AC r1/2,Artur Dalaloyan,ROC,NA,"Horse Vault, Men",GYM,Male,26 April 1996,0,0
22,AC r1/2,Wataru Tanigawa,JPN,NA,"Horse Vault, Men",GYM,Male,23 July 1996,0,0
23,AC r1/2,Ivan Tikhonov,AZE,NA,"Horse Vault, Men",GYM,Male,21 April 1996,170,
24,DNS,Ray Zapata,ESP,NA,"Horse Vault, Men",GYM,Male,26 May 1993,169,71
0,1,Zou Jingyuan,CHN,Gold,"Parallel Bars, Men",GYM,Male,3 January 1998,0,0
1,2,Lukas Dauser,GER,Silver,"Parallel Bars, Men",GYM,Male,15 June 1993,172,64
2,3,Ferhat Arıcan,TUR,Bronze,"Parallel Bars, Men",GYM,Male,28 July 1993,178,68
3,4,You Hao,CHN,NA,"Parallel Bars, Men",GYM,Male,26 April 1992,162,60
4,5,David Belyavsky,ROC,NA,"Parallel Bars, Men",GYM,Male,23 February 1992,165,55
5,6,Sam Mikulak,USA,NA,"Parallel Bars, Men",GYM,Male,13 October 1992,165,64
6,7,Petro Paxnyuk,UKR,NA,"Parallel Bars, Men",GYM,Male,26 November 1991,173,64
7,8,Joe Fraser,GBR,NA,"Parallel Bars, Men",GYM,Male,6 December 1998,0,0
8,9 r1/2,Xiao Ruoteng,CHN,NA,"Parallel Bars, Men",GYM,Male,30 January 1996,0,0
9,10 r1/2,Daiki Hashimoto,JPN,NA,"Parallel Bars, Men",GYM,Male,7 August 2001,0,0
10,11 r1/2,Wataru Tanigawa,JPN,NA,"Parallel Bars, Men",GYM,Male,23 July 1996,0,0
11,12 r1/2,Artur Dalaloyan,ROC,NA,"Parallel Bars, Men",GYM,Male,26 April 1996,0,0
12,13 r1/2,Christian Baumann,SUI,NA,"Parallel Bars, Men",GYM,Male,25 February 1995,163,60
13,14 r1/2,Ahmet Önder,TUR,NA,"Parallel Bars, Men",GYM,Male,12 July 1996,0,0
14,15 r1/2,Sun Wei,CHN,NA,"Parallel Bars, Men",GYM,Male,12 August 1995,0,0
15,16 r1/2,Vladislav Polyashov,ROC,NA,"Parallel Bars, Men",GYM,Male,4 April 1995,0,0
16,17 r1/2,Kazuma Kaya,JPN,NA,"Parallel Bars, Men",GYM,Male,19 November 1996,0,0
17,18 r1/2,Pablo Brägger,SUI,NA,"Parallel Bars, Men",GYM,Male,27 November 1992,169,64
18,19 r1/2,Nikita Nagorny,ROC,NA,"Parallel Bars, Men",GYM,Male,12 February 1997,166,67
19,20 r1/2,Giarnni Regini-Moran,GBR,NA,"Parallel Bars, Men",GYM,Male,2 August 1998,0,0
20,21 r1/2,Aleksandr Kartsev,ROC,NA,"Parallel Bars, Men",GYM,Male,31 December 2001,0,0
21,22 r1/2,Takeru Kitazono,JPN,NA,"Parallel Bars, Men",GYM,Male,21 October 2002,0,0
22,23 r1/2,Néstor Abad,ESP,NA,"Parallel Bars, Men",GYM,Male,29 March 1993,167,64
23,24 r1/2,Rasuljon Abdurakhimov,UZB,NA,"Parallel Bars, Men",GYM,Male,3 October 1996,0,0
24,25 r1/2,Lin Chaopan,CHN,NA,"Parallel Bars, Men",GYM,Male,27 August 1995,163,60
25,26 r1/2,Eddy Yusof,SUI,NA,"Parallel Bars, Men",GYM,Male,2 October 1994,165,63
26,27 r1/2,Shane Wiskus,USA,NA,"Parallel Bars, Men",GYM,Male,1 October 1998,0,0
27,28 r1/2,Illia Kovtun,UKR,NA,"Parallel Bars, Men",GYM,Male,10 August 2003,0,0
28,29 r1/2,Brody Malone,USA,NA,"Parallel Bars, Men",GYM,Male,7 January 2000,0,0
29,30 r1/2,Joel Plata,ESP,NA,"Parallel Bars, Men",GYM,Male,20 March 1998,0,0
30,31 r1/2,Caio Souza,BRA,NA,"Parallel Bars, Men",GYM,Male,12 September 1993,0,0
31,32 r1/2,Robert Tvorogal,LTU,NA,"Parallel Bars, Men",GYM,Male,5 October 1994,168,87
32,33 r1/2,Philipp Herder,GER,NA,"Parallel Bars, Men",GYM,Male,21 October 1992,0,0
33,34 r1/2,Nils Dunkel,GER,NA,"Parallel Bars, Men",GYM,Male,20 February 1997,0,0
34,35 r1/2,Misha Koudinov,NZL,NA,"Parallel Bars, Men",GYM,Male,23 June 1991,160,59
35,36 r1/2,James Hall,GBR,NA,"Parallel Bars, Men",GYM,Male,6 October 1995,0,0
36,37 r1/2,Lee Jun-Ho,KOR,NA,"Parallel Bars, Men",GYM,Male,22 October 1995,0,0
37,38 r1/2,Yevhen Yudenkov,UKR,NA,"Parallel Bars, Men",GYM,Male,10 April 1993,0,0
38,39 r1/2,Lee Chih-Kai,TPE,NA,"Parallel Bars, Men",GYM,Male,3 April 1996,170,65
39,40 r1/2,Max Whitlock,GBR,NA,"Parallel Bars, Men",GYM,Male,13 January 1993,167,56
40,41 r1/2,Andreas Toba,GER,NA,"Parallel Bars, Men",GYM,Male,7 October 1990,172,65
41,42 r1/2,Adem Asil,TUR,NA,"Parallel Bars, Men",GYM,Male,21 February 1999,0,0
42,43 r1/2,Nicolau Mir,ESP,NA,"Parallel Bars, Men",GYM,Male,10 May 2000,0,0
43,44 r1/2,Daniel Corral,MEX,NA,"Parallel Bars, Men",GYM,Male,25 January 1990,173,64
44,45 r1/2,Francisco Barretto Júnior,BRA,NA,"Parallel Bars, Men",GYM,Male,31 October 1989,175,72
45,46 r1/2,Thierno Diallo,ESP,NA,"Parallel Bars, Men",GYM,Male,22 November 2000,0,0
46,47 r1/2,Tang Chia-Hung,TPE,NA,"Parallel Bars, Men",GYM,Male,23 September 1996,0,0
47,48 r1/2,Diogo Soares,BRA,NA,"Parallel Bars, Men",GYM,Male,12 April 2002,0,0
48,49 r1/2,Yul Moldauer,USA,NA,"Parallel Bars, Men",GYM,Male,26 August 1996,0,0
49,50 r1/2,Benjamin Gischard,SUI,NA,"Parallel Bars, Men",GYM,Male,17 November 1995,162,62
50,51 r1/2,Kim Han-Sol,KOR,NA,"Parallel Bars, Men",GYM,Male,29 December 1995,165,60
51,52 r1/2,Marios Georgiou,CYP,NA,"Parallel Bars, Men",GYM,Male,10 November 1997,167,63
52,53 r1/2,David Jessen,CZE,NA,"Parallel Bars, Men",GYM,Male,5 December 1996,175,68
53,54 r1/2,Tyson Bull,AUS,NA,"Parallel Bars, Men",GYM,Male,21 May 1993,0,0
54,55 r1/2,Carlos Edriel Yulo,PHI,NA,"Parallel Bars, Men",GYM,Male,16 February 2000,0,0
55,56 r1/2,Loris Frasca,FRA,NA,"Parallel Bars, Men",GYM,Male,3 July 1995,0,0
56,57 r1/2,Milad Karimi,KAZ,NA,"Parallel Bars, Men",GYM,Male,21 June 1999,0,0
57,58 r1/2,Omar Mohamed,EGY,NA,"Parallel Bars, Men",GYM,Male,10 February 1999,0,0
58,59 r1/2,David Huddleston,BUL,NA,"Parallel Bars, Men",GYM,Male,9 August 2000,0,0
59,60 r1/2,Ludovico Edalli,ITA,NA,"Parallel Bars, Men",GYM,Male,18 December 1993,165,57
60,61 r1/2,Sofus Heggemsnes,NOR,NA,"Parallel Bars, Men",GYM,Male,13 July 1999,167,
61,62 r1/2,Ivan Tikhonov,AZE,NA,"Parallel Bars, Men",GYM,Male,21 April 1996,170,
62,63 r1/2,René Cournoyer,CAN,NA,"Parallel Bars, Men",GYM,Male,23 April 1997,165,64
63,64 r1/2,Uche Eke,NGR,NA,"Parallel Bars, Men",GYM,Male,12 August 1997,0,0
64,65 r1/2,Shiao Yu-Jan,TPE,NA,"Parallel Bars, Men",GYM,Male,9 December 1999,0,0
65,66 r1/2,Ryu Seong-Hyun,KOR,NA,"Parallel Bars, Men",GYM,Male,22 October 2002,0,0
66,67 r1/2,Đinh Phương Thành,VIE,NA,"Parallel Bars, Men",GYM,Male,3 September 1995,0,0
67,68 r1/2,David Rumbutis,SWE,NA,"Parallel Bars, Men",GYM,Male,17 March 2000,0,0
68,69 r1/2,Hung Yuan-Hsi,TPE,NA,"Parallel Bars, Men",GYM,Male,27 July 2001,160,
69,70 r1/2,Jeremiah Loo,MAS,NA,"Parallel Bars, Men",GYM,Male,28 September 1997,0,0
70,DNS,Denis Ablyazin,ROC,NA,"Parallel Bars, Men",GYM,Male,3 August 1992,161,62
71,DNS,Arthur Mariano,BRA,NA,"Parallel Bars, Men",GYM,Male,18 September 1993,169,65
72,DNS,Kohei Uchimura,JPN,NA,"Parallel Bars, Men",GYM,Male,3 January 1989,160,54
0,1,Daiki Hashimoto,JPN,Gold,"Horizontal Bar, Men",GYM,Male,7 August 2001,0,0
1,2,Tin Srbić,CRO,Silver,"Horizontal Bar, Men",GYM,Male,11 September 1996,0,0
2,3,Nikita Nagorny,ROC,Bronze,"Horizontal Bar, Men",GYM,Male,12 February 1997,166,67
3,4,Brody Malone,USA,NA,"Horizontal Bar, Men",GYM,Male,7 January 2000,0,0
4,5,Tyson Bull,AUS,NA,"Horizontal Bar, Men",GYM,Male,21 May 1993,0,0
5,6,Takeru Kitazono,JPN,NA,"Horizontal Bar, Men",GYM,Male,21 October 2002,0,0
6,7,Bart Deurloo,NED,NA,"Horizontal Bar, Men",GYM,Male,23 February 1991,170,65
7,8,Milad Karimi,KAZ,NA,"Horizontal Bar, Men",GYM,Male,21 June 1999,0,0
8,9,Marios Georgiou,CYP,NA,"Horizontal Bar, Men",GYM,Male,10 November 1997,167,63
9,10 r1/2,Xiao Ruoteng,CHN,NA,"Horizontal Bar, Men",GYM,Male,30 January 1996,0,0
10,11 r1/2,Lin Chaopan,CHN,NA,"Horizontal Bar, Men",GYM,Male,27 August 1995,163,60
11,12 r1/2,Arthur Mariano,BRA,NA,"Horizontal Bar, Men",GYM,Male,18 September 1993,169,65
12,13 r1/2,Adem Asil,TUR,NA,"Horizontal Bar, Men",GYM,Male,21 February 1999,0,0
13,14 r1/2,Artur Dalaloyan,ROC,NA,"Horizontal Bar, Men",GYM,Male,26 April 1996,0,0
14,15 r1/2,James Hall,GBR,NA,"Horizontal Bar, Men",GYM,Male,6 October 1995,0,0
15,16 r1/2,David Belyavsky,ROC,NA,"Horizontal Bar, Men",GYM,Male,23 February 1992,165,55
16,17 r1/2,Kazuma Kaya,JPN,NA,"Horizontal Bar, Men",GYM,Male,19 November 1996,0,0
17,18 r1/2,Sun Wei,CHN,NA,"Horizontal Bar, Men",GYM,Male,12 August 1995,0,0
18,19 r1/2,Joe Fraser,GBR,NA,"Horizontal Bar, Men",GYM,Male,6 December 1998,0,0
19,20 r1/2,Kohei Uchimura,JPN,NA,"Horizontal Bar, Men",GYM,Male,3 January 1989,160,54
20,21 r1/2,Ahmet Önder,TUR,NA,"Horizontal Bar, Men",GYM,Male,12 July 1996,0,0
21,22 r1/2,Francisco Barretto Júnior,BRA,NA,"Horizontal Bar, Men",GYM,Male,31 October 1989,175,72
22,23 r1/2,Epke Zonderland,NED,NA,"Horizontal Bar, Men",GYM,Male,16 April 1986,173,69
23,24 r1/2,Andreas Toba,GER,NA,"Horizontal Bar, Men",GYM,Male,7 October 1990,172,65
24,25 r1/2,Ludovico Edalli,ITA,NA,"Horizontal Bar, Men",GYM,Male,18 December 1993,165,57
25,26 r1/2,Shane Wiskus,USA,NA,"Horizontal Bar, Men",GYM,Male,1 October 1998,0,0
26,27 r1/2,Illia Kovtun,UKR,NA,"Horizontal Bar, Men",GYM,Male,10 August 2003,0,0
27,28 r1/2,Caio Souza,BRA,NA,"Horizontal Bar, Men",GYM,Male,12 September 1993,0,0
28,29 r1/2,Lukas Dauser,GER,NA,"Horizontal Bar, Men",GYM,Male,15 June 1993,172,64
29,30 r1/2,Max Whitlock,GBR,NA,"Horizontal Bar, Men",GYM,Male,13 January 1993,167,56
30,31 r1/2,Petro Paxnyuk,UKR,NA,"Horizontal Bar, Men",GYM,Male,26 November 1991,173,64
31,32 r1/2,Wataru Tanigawa,JPN,NA,"Horizontal Bar, Men",GYM,Male,23 July 1996,0,0
32,33 r1/2,Tang Chia-Hung,TPE,NA,"Horizontal Bar, Men",GYM,Male,23 September 1996,0,0
33,34 r1/2,Eddy Yusof,SUI,NA,"Horizontal Bar, Men",GYM,Male,2 October 1994,165,63
34,35 r1/2,Lee Jun-Ho,KOR,NA,"Horizontal Bar, Men",GYM,Male,22 October 1995,0,0
35,36 r1/2,René Cournoyer,CAN,NA,"Horizontal Bar, Men",GYM,Male,23 April 1997,165,64
36,37 r1/2,Diogo Soares,BRA,NA,"Horizontal Bar, Men",GYM,Male,12 April 2002,0,0
37,38 r1/2,Nicolau Mir,ESP,NA,"Horizontal Bar, Men",GYM,Male,10 May 2000,0,0
38,39 r1/2,Lê Thanh Tùng,VIE,NA,"Horizontal Bar, Men",GYM,Male,24 October 1995,0,0
39,40 r1/2,Ryu Seong-Hyun,KOR,NA,"Horizontal Bar, Men",GYM,Male,22 October 2002,0,0
40,41 r1/2,Ivan Tikhonov,AZE,NA,"Horizontal Bar, Men",GYM,Male,21 April 1996,170,
41,42 r1/2,Néstor Abad,ESP,NA,"Horizontal Bar, Men",GYM,Male,29 March 1993,167,64
42,43 r1/2,Benjamin Gischard,SUI,NA,"Horizontal Bar, Men",GYM,Male,17 November 1995,162,62
43,44 r1/2,Giarnni Regini-Moran,GBR,NA,"Horizontal Bar, Men",GYM,Male,2 August 1998,0,0
44,45 r1/2,Daniel Corral,MEX,NA,"Horizontal Bar, Men",GYM,Male,25 January 1990,173,64
45,46 r1/2,Philipp Herder,GER,NA,"Horizontal Bar, Men",GYM,Male,21 October 1992,0,0
46,47 r1/2,Lee Chih-Kai,TPE,NA,"Horizontal Bar, Men",GYM,Male,3 April 1996,170,65
47,48 r1/2,Rasuljon Abdurakhimov,UZB,NA,"Horizontal Bar, Men",GYM,Male,3 October 1996,0,0
48,49 r1/2,Omar Mohamed,EGY,NA,"Horizontal Bar, Men",GYM,Male,10 February 1999,0,0
49,50 r1/2,Nils Dunkel,GER,NA,"Horizontal Bar, Men",GYM,Male,20 February 1997,0,0
50,51 r1/2,Hung Yuan-Hsi,TPE,NA,"Horizontal Bar, Men",GYM,Male,27 July 2001,160,
51,52 r1/2,Sofus Heggemsnes,NOR,NA,"Horizontal Bar, Men",GYM,Male,13 July 1999,167,
52,53 r1/2,Yul Moldauer,USA,NA,"Horizontal Bar, Men",GYM,Male,26 August 1996,0,0
53,54 r1/2,Sam Mikulak,USA,NA,"Horizontal Bar, Men",GYM,Male,13 October 1992,165,64
54,55 r1/2,Loris Frasca,FRA,NA,"Horizontal Bar, Men",GYM,Male,3 July 1995,0,0
55,56 r1/2,Kim Han-Sol,KOR,NA,"Horizontal Bar, Men",GYM,Male,29 December 1995,165,60
56,57 r1/2,Robert Tvorogal,LTU,NA,"Horizontal Bar, Men",GYM,Male,5 October 1994,168,87
57,58 r1/2,Pablo Brägger,SUI,NA,"Horizontal Bar, Men",GYM,Male,27 November 1992,169,64
58,59 r1/2,Christian Baumann,SUI,NA,"Horizontal Bar, Men",GYM,Male,25 February 1995,163,60
59,60 r1/2,Yevhen Yudenkov,UKR,NA,"Horizontal Bar, Men",GYM,Male,10 April 1993,0,0
60,61 r1/2,David Rumbutis,SWE,NA,"Horizontal Bar, Men",GYM,Male,17 March 2000,0,0
61,62 r1/2,Joel Plata,ESP,NA,"Horizontal Bar, Men",GYM,Male,20 March 1998,0,0
62,63 r1/2,Carlos Edriel Yulo,PHI,NA,"Horizontal Bar, Men",GYM,Male,16 February 2000,0,0
63,64 r1/2,Aleksandr Kartsev,ROC,NA,"Horizontal Bar, Men",GYM,Male,31 December 2001,0,0
64,65 r1/2,Shiao Yu-Jan,TPE,NA,"Horizontal Bar, Men",GYM,Male,9 December 1999,0,0
65,66 r1/2,Jeremiah Loo,MAS,NA,"Horizontal Bar, Men",GYM,Male,28 September 1997,0,0
66,67 r1/2,Uche Eke,NGR,NA,"Horizontal Bar, Men",GYM,Male,12 August 1997,0,0
67,68 r1/2,David Huddleston,BUL,NA,"Horizontal Bar, Men",GYM,Male,9 August 2000,0,0
68,69 r1/2,Misha Koudinov,NZL,NA,"Horizontal Bar, Men",GYM,Male,23 June 1991,160,59
69,70 r1/2,Thierno Diallo,ESP,NA,"Horizontal Bar, Men",GYM,Male,22 November 2000,0,0
70,71 r1/2,David Jessen,CZE,NA,"Horizontal Bar, Men",GYM,Male,5 December 1996,175,68
71,DNS,Denis Ablyazin,ROC,NA,"Horizontal Bar, Men",GYM,Male,3 August 1992,161,62
72,DNS,Vladislav Polyashov,ROC,NA,"Horizontal Bar, Men",GYM,Male,4 April 1995,0,0
73,DNS,Zou Jingyuan,CHN,NA,"Horizontal Bar, Men",GYM,Male,3 January 1998,0,0
0,1,Liu Yang,CHN,Gold,"Rings, Men",GYM,Male,10 September 1994,162,61
1,2,You Hao,CHN,Silver,"Rings, Men",GYM,Male,26 April 1992,162,60
2,3,Eleftherios Petrounias,GRE,Bronze,"Rings, Men",GYM,Male,30 November 1990,164,62
3,4,Samir Aït Saïd,FRA,NA,"Rings, Men",GYM,Male,1 November 1989,167,65
4,5,Ibrahim Çolak,TUR,NA,"Rings, Men",GYM,Male,7 January 1995,0,0
5,6,Denis Ablyazin,ROC,NA,"Rings, Men",GYM,Male,3 August 1992,161,62
6,7,Adem Asil,TUR,NA,"Rings, Men",GYM,Male,21 February 1999,0,0
7,8,Arthur Zanetti,BRA,NA,"Rings, Men",GYM,Male,16 April 1990,156,61
8,9 r1/2,Marco Lodadio,ITA,NA,"Rings, Men",GYM,Male,24 March 1992,0,0
9,10 r1/2,Artur Dalaloyan,ROC,NA,"Rings, Men",GYM,Male,26 April 1996,0,0
10,11 r1/2,Ihor Radivilov,UKR,NA,"Rings, Men",GYM,Male,19 October 1992,167,67
11,12 r1/2,Joe Fraser,GBR,NA,"Rings, Men",GYM,Male,6 December 1998,0,0
12,13 r1/2,Ahmet Önder,TUR,NA,"Rings, Men",GYM,Male,12 July 1996,0,0
13,14 r1/2,Kazuma Kaya,JPN,NA,"Rings, Men",GYM,Male,19 November 1996,0,0
14,15 r1/2,Caio Souza,BRA,NA,"Rings, Men",GYM,Male,12 September 1993,0,0
15,16 r1/2,Nikita Nagorny,ROC,NA,"Rings, Men",GYM,Male,12 February 1997,166,67
16,17 r1/2,Wataru Tanigawa,JPN,NA,"Rings, Men",GYM,Male,23 July 1996,0,0
17,18 r1/2,Sun Wei,CHN,NA,"Rings, Men",GYM,Male,12 August 1995,0,0
18,19 r1/2,Brody Malone,USA,NA,"Rings, Men",GYM,Male,7 January 2000,0,0
19,20 r1/2,Ivan Tikhonov,AZE,NA,"Rings, Men",GYM,Male,21 April 1996,170,
20,21 r1/2,Xiao Ruoteng,CHN,NA,"Rings, Men",GYM,Male,30 January 1996,0,0
21,22 r1/2,Yul Moldauer,USA,NA,"Rings, Men",GYM,Male,26 August 1996,0,0
22,23 r1/2,David Belyavsky,ROC,NA,"Rings, Men",GYM,Male,23 February 1992,165,55
23,24 r1/2,Carlos Edriel Yulo,PHI,NA,"Rings, Men",GYM,Male,16 February 2000,0,0
24,25 r1/2,Sam Mikulak,USA,NA,"Rings, Men",GYM,Male,13 October 1992,165,64
25,26 r1/2,Shane Wiskus,USA,NA,"Rings, Men",GYM,Male,1 October 1998,0,0
26,27 r1/2,Daiki Hashimoto,JPN,NA,"Rings, Men",GYM,Male,7 August 2001,0,0
27,28 r1/2,Tang Chia-Hung,TPE,NA,"Rings, Men",GYM,Male,23 September 1996,0,0
28,29 r1/2,Christian Baumann,SUI,NA,"Rings, Men",GYM,Male,25 February 1995,163,60
29,30 r1/2,James Hall,GBR,NA,"Rings, Men",GYM,Male,6 October 1995,0,0
30,31 r1/2,Andreas Toba,GER,NA,"Rings, Men",GYM,Male,7 October 1990,172,65
31,32 r1/2,Lee Jun-Ho,KOR,NA,"Rings, Men",GYM,Male,22 October 1995,0,0
32,33 r1/2,René Cournoyer,CAN,NA,"Rings, Men",GYM,Male,23 April 1997,165,64
33,34 r1/2,Aleksandr Kartsev,ROC,NA,"Rings, Men",GYM,Male,31 December 2001,0,0
34,35 r1/2,Nils Dunkel,GER,NA,"Rings, Men",GYM,Male,20 February 1997,0,0
35,36 r1/2,Kim Han-Sol,KOR,NA,"Rings, Men",GYM,Male,29 December 1995,165,60
36,37 r1/2,Lukas Dauser,GER,NA,"Rings, Men",GYM,Male,15 June 1993,172,64
37,38 r1/2,Eddy Yusof,SUI,NA,"Rings, Men",GYM,Male,2 October 1994,165,63
38,39 r1/2,Pablo Brägger,SUI,NA,"Rings, Men",GYM,Male,27 November 1992,169,64
39,40 r1/2,Petro Paxnyuk,UKR,NA,"Rings, Men",GYM,Male,26 November 1991,173,64
40,41 r1/2,Lin Chaopan,CHN,NA,"Rings, Men",GYM,Male,27 August 1995,163,60
41,42 r1/2,Giarnni Regini-Moran,GBR,NA,"Rings, Men",GYM,Male,2 August 1998,0,0
42,43 r1/2,Daniel Corral,MEX,NA,"Rings, Men",GYM,Male,25 January 1990,173,64
43,44 r1/2,Takeru Kitazono,JPN,NA,"Rings, Men",GYM,Male,21 October 2002,0,0
44,45 r1/2,Ludovico Edalli,ITA,NA,"Rings, Men",GYM,Male,18 December 1993,165,57
45,46 r1/2,Benjamin Gischard,SUI,NA,"Rings, Men",GYM,Male,17 November 1995,162,62
46,47 r1/2,Philipp Herder,GER,NA,"Rings, Men",GYM,Male,21 October 1992,0,0
47,48 r1/2,Robert Tvorogal,LTU,NA,"Rings, Men",GYM,Male,5 October 1994,168,87
48,49 r1/2,Milad Karimi,KAZ,NA,"Rings, Men",GYM,Male,21 June 1999,0,0
49,50 r1/2,Joel Plata,ESP,NA,"Rings, Men",GYM,Male,20 March 1998,0,0
50,51 r1/2,Yevhen Yudenkov,UKR,NA,"Rings, Men",GYM,Male,10 April 1993,0,0
51,52 r1/2,Sofus Heggemsnes,NOR,NA,"Rings, Men",GYM,Male,13 July 1999,167,
52,53 r1/2,Francisco Barretto Júnior,BRA,NA,"Rings, Men",GYM,Male,31 October 1989,175,72
53,54 r1/2,Ryu Seong-Hyun,KOR,NA,"Rings, Men",GYM,Male,22 October 2002,0,0
54,55 r1/2,Diogo Soares,BRA,NA,"Rings, Men",GYM,Male,12 April 2002,0,0
55,56 r1/2,Loris Frasca,FRA,NA,"Rings, Men",GYM,Male,3 July 1995,0,0
56,57 r1/2,Lee Chih-Kai,TPE,NA,"Rings, Men",GYM,Male,3 April 1996,170,65
57,58 r1/2,Thierno Diallo,ESP,NA,"Rings, Men",GYM,Male,22 November 2000,0,0
58,59 r1/2,Shiao Yu-Jan,TPE,NA,"Rings, Men",GYM,Male,9 December 1999,0,0
59,60 r1/2,Illia Kovtun,UKR,NA,"Rings, Men",GYM,Male,10 August 2003,0,0
60,61 r1/2,Marios Georgiou,CYP,NA,"Rings, Men",GYM,Male,10 November 1997,167,63
61,62 r1/2,Rasuljon Abdurakhimov,UZB,NA,"Rings, Men",GYM,Male,3 October 1996,0,0
62,63 r1/2,Hung Yuan-Hsi,TPE,NA,"Rings, Men",GYM,Male,27 July 2001,160,
63,64 r1/2,Misha Koudinov,NZL,NA,"Rings, Men",GYM,Male,23 June 1991,160,59
64,65 r1/2,David Jessen,CZE,NA,"Rings, Men",GYM,Male,5 December 1996,175,68
65,66 r1/2,Omar Mohamed,EGY,NA,"Rings, Men",GYM,Male,10 February 1999,0,0
66,67 r1/2,Nicolau Mir,ESP,NA,"Rings, Men",GYM,Male,10 May 2000,0,0
67,68 r1/2,David Huddleston,BUL,NA,"Rings, Men",GYM,Male,9 August 2000,0,0
68,69 r1/2,Néstor Abad,ESP,NA,"Rings, Men",GYM,Male,29 March 1993,167,64
69,70 r1/2,Uche Eke,NGR,NA,"Rings, Men",GYM,Male,12 August 1997,0,0
70,71 r1/2,David Rumbutis,SWE,NA,"Rings, Men",GYM,Male,17 March 2000,0,0
71,72 r1/2,Jeremiah Loo,MAS,NA,"Rings, Men",GYM,Male,28 September 1997,0,0
72,DNS,Arthur Mariano,BRA,NA,"Rings, Men",GYM,Male,18 September 1993,169,65
73,DNS,Vladislav Polyashov,ROC,NA,"Rings, Men",GYM,Male,4 April 1995,0,0
74,DNS,Zou Jingyuan,CHN,NA,"Rings, Men",GYM,Male,3 January 1998,0,0
0,1,Max Whitlock,GBR,Gold,"Pommelled Horse, Men",GYM,Male,13 January 1993,167,56
1,2,Lee Chih-Kai,TPE,Silver,"Pommelled Horse, Men",GYM,Male,3 April 1996,170,65
2,3,Kazuma Kaya,JPN,Bronze,"Pommelled Horse, Men",GYM,Male,19 November 1996,0,0
3,4,David Belyavsky,ROC,NA,"Pommelled Horse, Men",GYM,Male,23 February 1992,165,55
4,5,Kohei Kameyama,JPN,NA,"Pommelled Horse, Men",GYM,Male,28 December 1988,0,0
5,6,Alec Yoder,USA,NA,"Pommelled Horse, Men",GYM,Male,21 January 1997,178,
6,7,Rhys McClenaghan,IRL,NA,"Pommelled Horse, Men",GYM,Male,21 July 1999,0,0
7,8,Sun Wei,CHN,NA,"Pommelled Horse, Men",GYM,Male,12 August 1995,0,0
8,8 r1/2,Daiki Hashimoto,JPN,NA,"Pommelled Horse, Men",GYM,Male,7 August 2001,0,0
9,10 r1/2,Matvei Petrov,ALB,NA,"Pommelled Horse, Men",GYM,Male,16 July 1990,0,0
10,11 r1/2,Joe Fraser,GBR,NA,"Pommelled Horse, Men",GYM,Male,6 December 1998,0,0
11,12 r1/2,Zou Jingyuan,CHN,NA,"Pommelled Horse, Men",GYM,Male,3 January 1998,0,0
12,13 r1/2,Artur Davtyan,ARM,NA,"Pommelled Horse, Men",GYM,Male,8 August 1992,162,55
13,=14 r1/2,Nikita Nagorny,ROC,NA,"Pommelled Horse, Men",GYM,Male,12 February 1997,166,67
14,=14 r1/2,Vladislav Polyashov,ROC,NA,"Pommelled Horse, Men",GYM,Male,4 April 1995,0,0
15,16 r1/2,Xiao Ruoteng,CHN,NA,"Pommelled Horse, Men",GYM,Male,30 January 1996,0,0
16,=17 r1/2,Ferhat Arıcan,TUR,NA,"Pommelled Horse, Men",GYM,Male,28 July 1993,178,68
17,=17 r1/2,Yul Moldauer,USA,NA,"Pommelled Horse, Men",GYM,Male,26 August 1996,0,0
18,19 r1/2,Nils Dunkel,GER,NA,"Pommelled Horse, Men",GYM,Male,20 February 1997,0,0
19,20 r1/2,Lin Chaopan,CHN,NA,"Pommelled Horse, Men",GYM,Male,27 August 1995,163,60
