,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight,Age
271,8,Caio Souza,BRA,,"Horse Vault, Men",GYM,Male,1993-09-12,0,0,27
272,9 r1/2,Yang Hak-Seon,KOR,,"Horse Vault, Men",GYM,Male,1992-12-06,159,53,28
273,10 r1/2,Kim Han-Sol,KOR,,"Horse Vault, Men",GYM,Male,1995-12-29,165,60,25
274,11 r1/2,Lee Jun-Ho,KOR,,"Horse Vault, Men",GYM,Male,1995-10-22,0,0,25
275,12 r1/2,Shek Wai Hung,HKG,,"Horse Vault, Men",GYM,Male,1991-10-10,165,58,29
276,13 r1/2,Nicolau Mir,ESP,,"Horse Vault, Men",GYM,Male,2000-05-10,0,0,21
277,14 r1/2,Ihor Radivilov,UKR,,"Horse Vault, Men",GYM,Male,1992-10-19,167,67,28
278,15 r1/2,Giarnni Regini-Moran,GBR,,"Horse Vault, Men",GYM,Male,1998-08-02,0,0,22
279,16 r1/2,Marian Drăgulescu,ROU,,"Horse Vault, Men",GYM,Male,1980-12-18,163,64,40
280,17 r1/2,Milad Karimi,KAZ,,"Horse Vault, Men",GYM,Male,1999-06-21,0,0,22
281,18 r1/2,Robert Tvorogal,LTU,,"Horse Vault, Men",GYM,Male,1994-10-05,168,87,26
282,19 r1/2,Lê Thanh Tùng,VIE,,"Horse Vault, Men",GYM,Male,1995-10-24,0,0,25
283,20 r1/2,Loris Frasca,FRA,,"Horse Vault, Men",GYM,Male,1995-07-03,0,0,26
284,21 r1/2,David Rumbutis,SWE,,"Horse Vault, Men",GYM,Male,2000-03-17,0,0,21
285,AC r1/2,Artur Dalaloyan,ROC,,"Horse Vault, Men",GYM,Male,1996-04-26,0,0,25
286,AC r1/2,Wataru Tanigawa,JPN,,"Horse Vault, Men",GYM,Male,1996-07-23,0,0,25
287,AC r1/2,Ivan Tikhonov,AZE,,"Horse Vault, Men",GYM,Male,1996-04-21,170,,25
288,DNS,Ray Zapata,ESP,,"Horse Vault, Men",GYM,Male,1993-05-26,169,71,28
289,1,Zou Jingyuan,CHN,Gold,"Parallel Bars, Men",GYM,Male,1998-01-03,0,0,23
290,2,Lukas Dauser,GER,Silver,"Parallel Bars, Men",GYM,Male,1993-06-15,172,64,28
291,3,Ferhat Arıcan,TUR,Bronze,"Parallel Bars, Men",GYM,Male,1993-07-28,178,68,28
292,4,You Hao,CHN,,"Parallel Bars, Men",GYM,Male,1992-04-26,162,60,29
293,5,David Belyavsky,ROC,,"Parallel Bars, Men",GYM,Male,1992-02-23,165,55,29
294,6,Sam Mikulak,USA,,"Parallel Bars, Men",GYM,Male,1992-10-13,165,64,28
295,7,Petro Paxnyuk,UKR,,"Parallel Bars, Men",GYM,Male,1991-11-26,173,64,29
296,8,Joe Fraser,GBR,,"Parallel Bars, Men",GYM,Male,1998-12-06,0,0,22
297,9 r1/2,Xiao Ruoteng,CHN,,"Parallel Bars, Men",GYM,Male,1996-01-30,0,0,25
298,10 r1/2,Daiki Hashimoto,JPN,,"Parallel Bars, Men",GYM,Male,2001-08-07,0,0,19
299,11 r1/2,Wataru Tanigawa,JPN,,"Parallel Bars, Men",GYM,Male,1996-07-23,0,0,25
300,12 r1/2,Artur Dalaloyan,ROC,,"Parallel Bars, Men",GYM,Male,1996-04-26,0,0,25
301,13 r1/2,Christian Baumann,SUI,,"Parallel Bars, Men",GYM,Male,1995-02-25,163,60,26
302,14 r1/2,Ahmet Önder,TUR,,"Parallel Bars, Men",GYM,Male,1996-07-12,0,0,25
303,15 r1/2,Sun Wei,CHN,,"Parallel Bars, Men",GYM,Male,1995-08-12,0,0,25
304,16 r1/2,Vladislav Polyashov,ROC,,"Parallel Bars, Men",GYM,Male,1995-04-04,0,0,26
305,17 r1/2,Kazuma Kaya,JPN,,"Parallel Bars, Men",GYM,Male,1996-11-19,0,0,24
306,18 r1/2,Pablo Brägger,SUI,,"Parallel Bars, Men",GYM,Male,1992-11-27,169,64,28
307,19 r1/2,Nikita Nagorny,ROC,,"Parallel Bars, Men",GYM,Male,1997-02-12,166,67,24
308,20 r1/2,Giarnni Regini-Moran,GBR,,"Parallel Bars, Men",GYM,Male,1998-08-02,0,0,22
309,21 r1/2,Aleksandr Kartsev,ROC,,"Parallel Bars, Men",GYM,Male,2001-12-31,0,0,19
310,22 r1/2,Takeru Kitazono,JPN,,"Parallel Bars, Men",GYM,Male,2002-10-21,0,0,18
311,23 r1/2,Néstor Abad,ESP,,"Parallel Bars, Men",GYM,Male,1993-03-29,167,64,28
312,24 r1/2,Rasuljon Abdurakhimov,UZB,,"Parallel Bars, Men",GYM,Male,1996-10-03,0,0,24
313,25 r1/2,Lin Chaopan,CHN,,"Parallel Bars, Men",GYM,Male,1995-08-27,163,60,25
314,26 r1/2,Eddy Yusof,SUI,,"Parallel Bars, Men",GYM,Male,1994-10-02,165,63,26
315,27 r1/2,Shane Wiskus,USA,,"Parallel Bars, Men",GYM,Male,1998-10-01,0,0,22
316,28 r1/2,Illia Kovtun,UKR,,"Parallel Bars, Men",GYM,Male,2003-08-10,0,0,17
317,29 r1/2,Brody Malone,USA,,"Parallel Bars, Men",GYM,Male,2000-01-07,0,0,21
318,30 r1/2,Joel Plata,ESP,,"Parallel Bars, Men",GYM,Male,1998-03-20,0,0,23
319,31 r1/2,Caio Souza,BRA,,"Parallel Bars, Men",GYM,Male,1993-09-12,0,0,27
320,32 r1/2,Robert Tvorogal,LTU,,"Parallel Bars, Men",GYM,Male,1994-10-05,168,87,26
321,33 r1/2,Philipp Herder,GER,,"Parallel Bars, Men",GYM,Male,1992-10-21,0,0,28
322,34 r1/2,Nils Dunkel,GER,,"Parallel Bars, Men",GYM,Male,1997-02-20,0,0,24
323,35 r1/2,Misha Koudinov,NZL,,"Parallel Bars, Men",GYM,Male,1991-06-23,160,59,30
324,36 r1/2,James Hall,GBR,,"Parallel Bars, Men",GYM,Male,1995-10-06,0,0,25
325,37 r1/2,Lee Jun-Ho,KOR,,"Parallel Bars, Men",GYM,Male,1995-10-22,0,0,25
326,38 r1/2,Yevhen Yudenkov,UKR,,"Parallel Bars, Men",GYM,Male,1993-04-10,0,0,28
327,39 r1/2,Lee Chih-Kai,TPE,,"Parallel Bars, Men",GYM,Male,1996-04-03,170,65,25
328,40 r1/2,Max Whitlock,GBR,,"Parallel Bars, Men",GYM,Male,1993-01-13,167,56,28
329,41 r1/2,Andreas Toba,GER,,"Parallel Bars, Men",GYM,Male,1990-10-07,172,65,30
330,42 r1/2,Adem Asil,TUR,,"Parallel Bars, Men",GYM,Male,1999-02-21,0,0,22
331,43 r1/2,Nicolau Mir,ESP,,"Parallel Bars, Men",GYM,Male,2000-05-10,0,0,21
332,44 r1/2,Daniel Corral,MEX,,"Parallel Bars, Men",GYM,Male,1990-01-25,173,64,31
333,45 r1/2,Francisco Barretto Júnior,BRA,,"Parallel Bars, Men",GYM,Male,1989-10-31,175,72,31
334,46 r1/2,Thierno Diallo,ESP,,"Parallel Bars, Men",GYM,Male,2000-11-22,0,0,20
335,47 r1/2,Tang Chia-Hung,TPE,,"Parallel Bars, Men",GYM,Male,1996-09-23,0,0,24
336,48 r1/2,Diogo Soares,BRA,,"Parallel Bars, Men",GYM,Male,2002-04-12,0,0,19
337,49 r1/2,Yul Moldauer,USA,,"Parallel Bars, Men",GYM,Male,1996-08-26,0,0,24
338,50 r1/2,Benjamin Gischard,SUI,,"Parallel Bars, Men",GYM,Male,1995-11-17,162,62,25
339,51 r1/2,Kim Han-Sol,KOR,,"Parallel Bars, Men",GYM,Male,1995-12-29,165,60,25
340,52 r1/2,Marios Georgiou,CYP,,"Parallel Bars, Men",GYM,Male,1997-11-10,167,63,23
341,53 r1/2,David Jessen,CZE,,"Parallel Bars, Men",GYM,Male,1996-12-05,175,68,24
342,54 r1/2,Tyson Bull,AUS,,"Parallel Bars, Men",GYM,Male,1993-05-21,0,0,28
343,55 r1/2,Carlos Edriel Yulo,PHI,,"Parallel Bars, Men",GYM,Male,2000-02-16,0,0,21
344,56 r1/2,Loris Frasca,FRA,,"Parallel Bars, Men",GYM,Male,1995-07-03,0,0,26
345,57 r1/2,Milad Karimi,KAZ,,"Parallel Bars, Men",GYM,Male,1999-06-21,0,0,22
346,58 r1/2,Omar Mohamed,EGY,,"Parallel Bars, Men",GYM,Male,1999-02-10,0,0,22
347,59 r1/2,David Huddleston,BUL,,"Parallel Bars, Men",GYM,Male,2000-08-09,0,0,20
348,60 r1/2,Ludovico Edalli,ITA,,"Parallel Bars, Men",GYM,Male,1993-12-18,165,57,27
349,61 r1/2,Sofus Heggemsnes,NOR,,"Parallel Bars, Men",GYM,Male,1999-07-13,167,,22
350,62 r1/2,Ivan Tikhonov,AZE,,"Parallel Bars, Men",GYM,Male,1996-04-21,170,,25
351,63 r1/2,René Cournoyer,CAN,,"Parallel Bars, Men",GYM,Male,1997-04-23,165,64,24
352,64 r1/2,Uche Eke,NGR,,"Parallel Bars, Men",GYM,Male,1997-08-12,0,0,23
353,65 r1/2,Shiao Yu-Jan,TPE,,"Parallel Bars, Men",GYM,Male,1999-12-09,0,0,21
354,66 r1/2,Ryu Seong-Hyun,KOR,,"Parallel Bars, Men",GYM,Male,2002-10-22,0,0,18
355,67 r1/2,Đinh Phương Thành,VIE,,"Parallel Bars, Men",GYM,Male,1995-09-03,0,0,25
356,68 r1/2,David Rumbutis,SWE,,"Parallel Bars, Men",GYM,Male,2000-03-17,0,0,21
357,69 r1/2,Hung Yuan-Hsi,TPE,,"Parallel Bars, Men",GYM,Male,2001-07-27,160,,20
358,70 r1/2,Jeremiah Loo,MAS,,"Parallel Bars, Men",GYM,Male,1997-09-28,0,0,23
359,DNS,Denis Ablyazin,ROC,,"Parallel Bars, Men",GYM,Male,1992-08-03,161,62,28
360,DNS,Arthur Mariano,BRA,,"Parallel Bars, Men",GYM,Male,1993-09-18,169,65,27
361,DNS,Kohei Uchimura,JPN,,"Parallel Bars, Men",GYM,Male,1989-01-03,160,54,32
362,1,Daiki Hashimoto,JPN,Gold,"Horizontal Bar, Men",GYM,Male,2001-08-07,0,0,19
363,2,Tin Srbić,CRO,Silver,"Horizontal Bar, Men",GYM,Male,1996-09-11,0,0,24
364,3,Nikita Nagorny,ROC,Bronze,"Horizontal Bar, Men",GYM,Male,1997-02-12,166,67,24
365,4,Brody Malone,USA,,"Horizontal Bar, Men",GYM,Male,2000-01-07,0,0,21
366,5,Tyson Bull,AUS,,"Horizontal Bar, Men",GYM,Male,1993-05-21,0,0,28
367,6,Takeru Kitazono,JPN,,"Horizontal Bar, Men",GYM,Male,2002-10-21,0,0,18
368,7,Bart Deurloo,NED,,"Horizontal Bar, Men",GYM,Male,1991-02-23,170,65,30
369,8,Milad Karimi,KAZ,,"Horizontal Bar, Men",GYM,Male,1999-06-21,0,0,22
370,9,Marios Georgiou,CYP,,"Horizontal Bar, Men",GYM,Male,1997-11-10,167,63,23
371,10 r1/2,Xiao Ruoteng,CHN,,"Horizontal Bar, Men",GYM,Male,1996-01-30,0,0,25
372,11 r1/2,Lin Chaopan,CHN,,"Horizontal Bar, Men",GYM,Male,1995-08-27,163,60,25
373,12 r1/2,Arthur Mariano,BRA,,"Horizontal Bar, Men",GYM,Male,1993-09-18,169,65,27
374,13 r1/2,Adem Asil,TUR,,"Horizontal Bar, Men",GYM,Male,1999-02-21,0,0,22
375,14 r1/2,Artur Dalaloyan,ROC,,"Horizontal Bar, Men",GYM,Male,1996-04-26,0,0,25
376,15 r1/2,James Hall,GBR,,"Horizontal Bar, Men",GYM,Male,1995-10-06,0,0,25
377,16 r1/2,David Belyavsky,ROC,,"Horizontal Bar, Men",GYM,Male,1992-02-23,165,55,29
378,17 r1/2,Kazuma Kaya,JPN,,"Horizontal Bar, Men",GYM,Male,1996-11-19,0,0,24
379,18 r1/2,Sun Wei,CHN,,"Horizontal Bar, Men",GYM,Male,1995-08-12,0,0,25
380,19 r1/2,Joe Fraser,GBR,,"Horizontal Bar, Men",GYM,Male,1998-12-06,0,0,22
381,20 r1/2,Kohei Uchimura,JPN,,"Horizontal Bar, Men",GYM,Male,1989-01-03,160,54,32
382,21 r1/2,Ahmet Önder,TUR,,"Horizontal Bar, Men",GYM,Male,1996-07-12,0,0,25
383,22 r1/2,Francisco Barretto Júnior,BRA,,"Horizontal Bar, Men",GYM,Male,1989-10-31,175,72,31
384,23 r1/2,Epke Zonderland,NED,,"Horizontal Bar, Men",GYM,Male,1986-04-16,173,69,35
385,24 r1/2,Andreas Toba,GER,,"Horizontal Bar, Men",GYM,Male,1990-10-07,172,65,30
386,25 r1/2,Ludovico Edalli,ITA,,"Horizontal Bar, Men",GYM,Male,1993-12-18,165,57,27
387,26 r1/2,Shane Wiskus,USA,,"Horizontal Bar, Men",GYM,Male,1998-10-01,0,0,22
388,27 r1/2,Illia Kovtun,UKR,,"Horizontal Bar, Men",GYM,Male,2003-08-10,0,0,17
389,28 r1/2,Caio Souza,BRA,,"Horizontal Bar, Men",GYM,Male,1993-09-12,0,0,27
390,29 r1/2,Lukas Dauser,GER,,"Horizontal Bar, Men",GYM,Male,1993-06-15,172,64,28
391,30 r1/2,Max Whitlock,GBR,,"Horizontal Bar, Men",GYM,Male,1993-01-13,167,56,28
392,31 r1/2,Petro Paxnyuk,UKR,,"Horizontal Bar, Men",GYM,Male,1991-11-26,173,64,29
393,32 r1/2,Wataru Tanigawa,JPN,,"Horizontal Bar, Men",GYM,Male,1996-07-23,0,0,25
394,33 r1/2,Tang Chia-Hung,TPE,,"Horizontal Bar, Men",GYM,Male,1996-09-23,0,0,24
395,34 r1/2,Eddy Yusof,SUI,,"Horizontal Bar, Men",GYM,Male,1994-10-02,165,63,26
396,35 r1/2,Lee Jun-Ho,KOR,,"Horizontal Bar, Men",GYM,Male,1995-10-22,0,0,25
397,36 r1/2,René Cournoyer,CAN,,"Horizontal Bar, Men",GYM,Male,1997-04-23,165,64,24
398,37 r1/2,Diogo Soares,BRA,,"Horizontal Bar, Men",GYM,Male,2002-04-12,0,0,19
399,38 r1/2,Nicolau Mir,ESP,,"Horizontal Bar, Men",GYM,Male,2000-05-10,0,0,21
400,39 r1/2,Lê Thanh Tùng,VIE,,"Horizontal Bar, Men",GYM,Male,1995-10-24,0,0,25
401,40 r1/2,Ryu Seong-Hyun,KOR,,"Horizontal Bar, Men",GYM,Male,2002-10-22,0,0,18
402,41 r1/2,Ivan Tikhonov,AZE,,"Horizontal Bar, Men",GYM,Male,1996-04-21,170,,25
403,42 r1/2,Néstor Abad,ESP,,"Horizontal Bar, Men",GYM,Male,1993-03-29,167,64,28
404,43 r1/2,Benjamin Gischard,SUI,,"Horizontal Bar, Men",GYM,Male,1995-11-17,162,62,25
405,44 r1/2,Giarnni Regini-Moran,GBR,,"Horizontal Bar, Men",GYM,Male,1998-08-02,0,0,22
406,45 r1/2,Daniel Corral,MEX,,"Horizontal Bar, Men",GYM,Male,1990-01-25,173,64,31
407,46 r1/2,Philipp Herder,GER,,"Horizontal Bar, Men",GYM,Male,1992-10-21,0,0,28
408,47 r1/2,Lee Chih-Kai,TPE,,"Horizontal Bar, Men",GYM,Male,1996-04-03,170,65,25
409,48 r1/2,Rasuljon Abdurakhimov,UZB,,"Horizontal Bar, Men",GYM,Male,1996-10-03,0,0,24
410,49 r1/2,Omar Mohamed,EGY,,"Horizontal Bar, Men",GYM,Male,1999-02-10,0,0,22
411,50 r1/2,Nils Dunkel,GER,,"Horizontal Bar, Men",GYM,Male,1997-02-20,0,0,24
412,51 r1/2,Hung Yuan-Hsi,TPE,,"Horizontal Bar, Men",GYM,Male,2001-07-27,160,,20
413,52 r1/2,Sofus Heggemsnes,NOR,,"Horizontal Bar, Men",GYM,Male,1999-07-13,167,,22
414,53 r1/2,Yul Moldauer,USA,,"Horizontal Bar, Men",GYM,Male,1996-08-26,0,0,24
415,54 r1/2,Sam Mikulak,USA,,"Horizontal Bar, Men",GYM,Male,1992-10-13,165,64,28
416,55 r1/2,Loris Frasca,FRA,,"Horizontal Bar, Men",GYM,Male,1995-07-03,0,0,26
417,56 r1/2,Kim Han-Sol,KOR,,"Horizontal Bar, Men",GYM,Male,1995-12-29,165,60,25
418,57 r1/2,Robert Tvorogal,LTU,,"Horizontal Bar, Men",GYM,Male,1994-10-05,168,87,26
419,58 r1/2,Pablo Brägger,SUI,,"Horizontal Bar, Men",GYM,Male,1992-11-27,169,64,28
420,59 r1/2,Christian Baumann,SUI,,"Horizontal Bar, Men",GYM,Male,1995-02-25,163,60,26
421,60 r1/2,Yevhen Yudenkov,UKR,,"Horizontal Bar, Men",GYM,Male,1993-04-10,0,0,28
422,61 r1/2,David Rumbutis,SWE,,"Horizontal Bar, Men",GYM,Male,2000-03-17,0,0,21
423,62 r1/2,Joel Plata,ESP,,"Horizontal Bar, Men",GYM,Male,1998-03-20,0,0,23
424,63 r1/2,Carlos Edriel Yulo,PHI,,"Horizontal Bar, Men",GYM,Male,2000-02-16,0,0,21
425,64 r1/2,Aleksandr Kartsev,ROC,,"Horizontal Bar, Men",GYM,Male,2001-12-31,0,0,19
426,65 r1/2,Shiao Yu-Jan,TPE,,"Horizontal Bar, Men",GYM,Male,1999-12-09,0,0,21
427,66 r1/2,Jeremiah Loo,MAS,,"Horizontal Bar, Men",GYM,Male,1997-09-28,0,0,23
428,67 r1/2,Uche Eke,NGR,,"Horizontal Bar, Men",GYM,Male,1997-08-12,0,0,23
429,68 r1/2,David Huddleston,BUL,,"Horizontal Bar, Men",GYM,Male,2000-08-09,0,0,20
430,69 r1/2,Misha Koudinov,NZL,,"Horizontal Bar, Men",GYM,Male,1991-06-23,160,59,30
431,70 r1/2,Thierno Diallo,ESP,,"Horizontal Bar, Men",GYM,Male,2000-11-22,0,0,20
432,71 r1/2,David Jessen,CZE,,"Horizontal Bar, Men",GYM,Male,1996-12-05,175,68,24
433,DNS,Denis Ablyazin,ROC,,"Horizontal Bar, Men",GYM,Male,1992-08-03,161,62,28
434,DNS,Vladislav Polyashov,ROC,,"Horizontal Bar, Men",GYM,Male,1995-04-04,0,0,26
435,DNS,Zou Jingyuan,CHN,,"Horizontal Bar, Men",GYM,Male,1998-01-03,0,0,23
436,1,Liu Yang,CHN,Gold,"Rings, Men",GYM,Male,1994-09-10,162,61,26
437,2,You Hao,CHN,Silver,"Rings, Men",GYM,Male,1992-04-26,162,60,29
438,3,Eleftherios Petrounias,GRE,Bronze,"Rings, Men",GYM,Male,1990-11-30,164,62,30
439,4,Samir Aït Saïd,FRA,,"Rings, Men",GYM,Male,1989-11-01,167,65,31
440,5,Ibrahim Çolak,TUR,,"Rings, Men",GYM,Male,1995-01-07,0,0,26
441,6,Denis Ablyazin,ROC,,"Rings, Men",GYM,Male,1992-08-03,161,62,28
442,7,Adem Asil,TUR,,"Rings, Men",GYM,Male,1999-02-21,0,0,22
443,8,Arthur Zanetti,BRA,,"Rings, Men",GYM,Male,1990-04-16,156,61,31
444,9 r1/2,Marco Lodadio,ITA,,"Rings, Men",GYM,Male,1992-03-24,0,0,29
445,10 r1/2,Artur Dalaloyan,ROC,,"Rings, Men",GYM,Male,1996-04-26,0,0,25
446,11 r1/2,Ihor Radivilov,UKR,,"Rings, Men",GYM,Male,1992-10-19,167,67,28
447,12 r1/2,Joe Fraser,GBR,,"Rings, Men",GYM,Male,1998-12-06,0,0,22
448,13 r1/2,Ahmet Önder,TUR,,"Rings, Men",GYM,Male,1996-07-12,0,0,25
449,14 r1/2,Kazuma Kaya,JPN,,"Rings, Men",GYM,Male,1996-11-19,0,0,24
450,15 r1/2,Caio Souza,BRA,,"Rings, Men",GYM,Male,1993-09-12,0,0,27
451,16 r1/2,Nikita Nagorny,ROC,,"Rings, Men",GYM,Male,1997-02-12,166,67,24
452,17 r1/2,Wataru Tanigawa,JPN,,"Rings, Men",GYM,Male,1996-07-23,0,0,25
453,18 r1/2,Sun Wei,CHN,,"Rings, Men",GYM,Male,1995-08-12,0,0,25
454,19 r1/2,Brody Malone,USA,,"Rings, Men",GYM,Male,2000-01-07,0,0,21
455,20 r1/2,Ivan Tikhonov,AZE,,"Rings, Men",GYM,Male,1996-04-21,170,,25
456,21 r1/2,Xiao Ruoteng,CHN,,"Rings, Men",GYM,Male,1996-01-30,0,0,25
457,22 r1/2,Yul Moldauer,USA,,"Rings, Men",GYM,Male,1996-08-26,0,0,24
458,23 r1/2,David Belyavsky,ROC,,"Rings, Men",GYM,Male,1992-02-23,165,55,29
459,24 r1/2,Carlos Edriel Yulo,PHI,,"Rings, Men",GYM,Male,2000-02-16,0,0,21
460,25 r1/2,Sam Mikulak,USA,,"Rings, Men",GYM,Male,1992-10-13,165,64,28
461,26 r1/2,Shane Wiskus,USA,,"Rings, Men",GYM,Male,1998-10-01,0,0,22
462,27 r1/2,Daiki Hashimoto,JPN,,"Rings, Men",GYM,Male,2001-08-07,0,0,19
463,28 r1/2,Tang Chia-Hung,TPE,,"Rings, Men",GYM,Male,1996-09-23,0,0,24
464,29 r1/2,Christian Baumann,SUI,,"Rings, Men",GYM,Male,1995-02-25,163,60,26
465,30 r1/2,James Hall,GBR,,"Rings, Men",GYM,Male,1995-10-06,0,0,25
466,31 r1/2,Andreas Toba,GER,,"Rings, Men",GYM,Male,1990-10-07,172,65,30
467,32 r1/2,Lee Jun-Ho,KOR,,"Rings, Men",GYM,Male,1995-10-22,0,0,25
468,33 r1/2,René Cournoyer,CAN,,"Rings, Men",GYM,Male,1997-04-23,165,64,24
469,34 r1/2,Aleksandr Kartsev,ROC,,"Rings, Men",GYM,Male,2001-12-31,0,0,19
470,35 r1/2,Nils Dunkel,GER,,"Rings, Men",GYM,Male,1997-02-20,0,0,24
471,36 r1/2,Kim Han-Sol,KOR,,"Rings, Men",GYM,Male,1995-12-29,165,60,25
472,37 r1/2,Lukas Dauser,GER,,"Rings, Men",GYM,Male,1993-06-15,172,64,28
473,38 r1/2,Eddy Yusof,SUI,,"Rings, Men",GYM,Male,1994-10-02,165,63,26
474,39 r1/2,Pablo Brägger,SUI,,"Rings, Men",GYM,Male,1992-11-27,169,64,28
475,40 r1/2,Petro Paxnyuk,UKR,,"Rings, Men",GYM,Male,1991-11-26,173,64,29
476,41 r1/2,Lin Chaopan,CHN,,"Rings, Men",GYM,Male,1995-08-27,163,60,25
477,42 r1/2,Giarnni Regini-Moran,GBR,,"Rings, Men",GYM,Male,1998-08-02,0,0,22
478,43 r1/2,Daniel Corral,MEX,,"Rings, Men",GYM,Male,1990-01-25,173,64,31
479,44 r1/2,Takeru Kitazono,JPN,,"Rings, Men",GYM,Male,2002-10-21,0,0,18
480,45 r1/2,Ludovico Edalli,ITA,,"Rings, Men",GYM,Male,1993-12-18,165,57,27
481,46 r1/2,Benjamin Gischard,SUI,,"Rings, Men",GYM,Male,1995-11-17,162,62,25
482,47 r1/2,Philipp Herder,GER,,"Rings, Men",GYM,Male,1992-10-21,0,0,28
483,48 r1/2,Robert Tvorogal,LTU,,"Rings, Men",GYM,Male,1994-10-05,168,87,26
484,49 r1/2,Milad Karimi,KAZ,,"Rings, Men",GYM,Male,1999-06-21,0,0,22
485,50 r1/2,Joel Plata,ESP,,"Rings, Men",GYM,Male,1998-03-20,0,0,23
486,51 r1/2,Yevhen Yudenkov,UKR,,"Rings, Men",GYM,Male,1993-04-10,0,0,28
487,52 r1/2,Sofus Heggemsnes,NOR,,"Rings, Men",GYM,Male,1999-07-13,167,,22
488,53 r1/2,Francisco Barretto Júnior,BRA,,"Rings, Men",GYM,Male,1989-10-31,175,72,31
489,54 r1/2,Ryu Seong-Hyun,KOR,,"Rings, Men",GYM,Male,2002-10-22,0,0,18
490,55 r1/2,Diogo Soares,BRA,,"Rings, Men",GYM,Male,2002-04-12,0,0,19
491,56 r1/2,Loris Frasca,FRA,,"Rings, Men",GYM,Male,1995-07-03,0,0,26
492,57 r1/2,Lee Chih-Kai,TPE,,"Rings, Men",GYM,Male,1996-04-03,170,65,25
493,58 r1/2,Thierno Diallo,ESP,,"Rings, Men",GYM,Male,2000-11-22,0,0,20
494,59 r1/2,Shiao Yu-Jan,TPE,,"Rings, Men",GYM,Male,1999-12-09,0,0,21
495,60 r1/2,Illia Kovtun,UKR,,"Rings, Men",GYM,Male,2003-08-10,0,0,17
496,61 r1/2,Marios Georgiou,CYP,,"Rings, Men",GYM,Male,1997-11-10,167,63,23
497,62 r1/2,Rasuljon Abdurakhimov,UZB,,"Rings, Men",GYM,Male,1996-10-03,0,0,24
498,63 r1/2,Hung Yuan-Hsi,TPE,,"Rings, Men",GYM,Male,2001-07-27,160,,20
499,64 r1/2,Misha Koudinov,NZL,,"Rings, Men",GYM,Male,1991-06-23,160,59,30
500,65 r1/2,David Jessen,CZE,,"Rings, Men",GYM,Male,1996-12-05,175,68,24
501,66 r1/2,Omar Mohamed,EGY,,"Rings, Men",GYM,Male,1999-02-10,0,0,22
502,67 r1/2,Nicolau Mir,ESP,,"Rings, Men",GYM,Male,2000-05-10,0,0,21
503,68 r1/2,David Huddleston,BUL,,"Rings, Men",GYM,Male,2000-08-09,0,0,20
504,69 r1/2,Néstor Abad,ESP,,"Rings, Men",GYM,Male,1993-03-29,167,64,28
505,70 r1/2,Uche Eke,NGR,,"Rings, Men",GYM,Male,1997-08-12,0,0,23
506,71 r1/2,David Rumbutis,SWE,,"Rings, Men",GYM,Male,2000-03-17,0,0,21
507,72 r1/2,Jeremiah Loo,MAS,,"Rings, Men",GYM,Male,1997-09-28,0,0,23
508,DNS,Arthur Mariano,BRA,,"Rings, Men",GYM,Male,1993-09-18,169,65,27
509,DNS,Vladislav Polyashov,ROC,,"Rings, Men",GYM,Male,1995-04-04,0,0,26
510,DNS,Zou Jingyuan,CHN,,"Rings, Men",GYM,Male,1998-01-03,0,0,23
511,1,Max Whitlock,GBR,Gold,"Pommelled Horse, Men",GYM,Male,1993-01-13,167,56,28
512,2,Lee Chih-Kai,TPE,Silver,"Pommelled Horse, Men",GYM,Male,1996-04-03,170,65,25
513,3,Kazuma Kaya,JPN,Bronze,"Pommelled Horse, Men",GYM,Male,1996-11-19,0,0,24
514,4,David Belyavsky,ROC,,"Pommelled Horse, Men",GYM,Male,1992-02-23,165,55,29
515,5,Kohei Kameyama,JPN,,"Pommelled Horse, Men",GYM,Male,1988-12-28,0,0,32
516,6,Alec Yoder,USA,,"Pommelled Horse, Men",GYM,Male,1997-01-21,178,,24
517,7,Rhys McClenaghan,IRL,,"Pommelled Horse, Men",GYM,Male,1999-07-21,0,0,22
518,8,Sun Wei,CHN,,"Pommelled Horse, Men",GYM,Male,1995-08-12,0,0,25
519,8 r1/2,Daiki Hashimoto,JPN,,"Pommelled Horse, Men",GYM,Male,2001-08-07,0,0,19
520,10 r1/2,Matvei Petrov,ALB,,"Pommelled Horse, Men",GYM,Male,1990-07-16,0,0,31
521,11 r1/2,Joe Fraser,GBR,,"Pommelled Horse, Men",GYM,Male,1998-12-06,0,0,22
522,12 r1/2,Zou Jingyuan,CHN,,"Pommelled Horse, Men",GYM,Male,1998-01-03,0,0,23
523,13 r1/2,Artur Davtyan,ARM,,"Pommelled Horse, Men",GYM,Male,1992-08-08,162,55,28
524,=14 r1/2,Nikita Nagorny,ROC,,"Pommelled Horse, Men",GYM,Male,1997-02-12,166,67,24
525,=14 r1/2,Vladislav Polyashov,ROC,,"Pommelled Horse, Men",GYM,Male,1995-04-04,0,0,26
526,16 r1/2,Xiao Ruoteng,CHN,,"Pommelled Horse, Men",GYM,Male,1996-01-30,0,0,25
527,=17 r1/2,Ferhat Arıcan,TUR,,"Pommelled Horse, Men",GYM,Male,1993-07-28,178,68,28
528,=17 r1/2,Yul Moldauer,USA,,"Pommelled Horse, Men",GYM,Male,1996-08-26,0,0,24
